name,dir,file1,file2,result,timeout,conflict,tree_difference,interp_error,out_of_bounds,f1_diff_after_polymer,f2_diff_after_polymer,f1_diff_after_mliropt,f2_diff_after_mliropt,time_interp_file1,time_interp_file2,time_equivalence,num_stmts_file1,num_stmts_file2,num_tasks_file1,num_tasks_file2,command
syr2k,affine-fuse-and-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/syr2k-interp-noasync.c,converted-affine-options/affine-fuse-and-tile/translated/syr2k-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.150360,0.378683,0.017596,31902,134725,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/syr2k-interp-noasync.c converted-affine-options/affine-fuse-and-tile/translated/syr2k-8-translated-noasyncepilogue.c ""A,B,C"""
jacobi-1d,affine-fuse-and-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-1d-interp-noasync.c,converted-affine-options/affine-fuse-and-tile/translated/jacobi-1d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.011326,0.052482,0.000972,3497,21601,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-1d-interp-noasync.c converted-affine-options/affine-fuse-and-tile/translated/jacobi-1d-8-translated-noasyncepilogue.c ""A,B"""
bicg,affine-fuse-and-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/bicg-interp-noasync.c,converted-affine-options/affine-fuse-and-tile/translated/bicg-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.023443,0.146796,0.002670,6736,59400,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/bicg-interp-noasync.c converted-affine-options/affine-fuse-and-tile/translated/bicg-8-translated-noasyncepilogue.c ""A,s,q,p,r"""
seidel-2d,affine-fuse-and-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/seidel-2d-interp-noasync.c,converted-affine-options/affine-fuse-and-tile/translated/seidel-2d-8-translated-noasyncepilogue.c,fail,no,no,no,no,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/seidel-2d-interp-noasync.c converted-affine-options/affine-fuse-and-tile/translated/seidel-2d-8-translated-noasyncepilogue.c ""A"""
gemm,affine-fuse-and-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/gemm-interp-noasync.c,converted-affine-options/affine-fuse-and-tile/translated/gemm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.156685,0.401732,0.014090,49050,138652,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gemm-interp-noasync.c converted-affine-options/affine-fuse-and-tile/translated/gemm-8-translated-noasyncepilogue.c ""A,B,C"""
correlation,affine-fuse-and-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/correlation-interp-noasync.c,converted-affine-options/affine-fuse-and-tile/translated/correlation-8-translated-noasyncepilogue.c,fail,no,no,yes,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/correlation-interp-noasync.c converted-affine-options/affine-fuse-and-tile/translated/correlation-8-translated-noasyncepilogue.c ""data,corr,mean,stddev"""
floyd-warshall,affine-fuse-and-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/floyd-warshall-interp-noasync.c,converted-affine-options/affine-fuse-and-tile/translated/floyd-warshall-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,3.122390,12.326724,0.276740,662652,4588825,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/floyd-warshall-interp-noasync.c converted-affine-options/affine-fuse-and-tile/translated/floyd-warshall-8-translated-noasyncepilogue.c ""path"""
trmm,affine-fuse-and-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/trmm-interp-noasync.c,converted-affine-options/affine-fuse-and-tile/translated/trmm-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.061139,0.194940,0.003740,20201,75086,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/trmm-interp-noasync.c converted-affine-options/affine-fuse-and-tile/translated/trmm-8-translated-noasyncepilogue.c ""A,B"""
fdtd-2d,affine-fuse-and-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/fdtd-2d-interp-noasync.c,converted-affine-options/affine-fuse-and-tile/translated/fdtd-2d-8-translated-noasyncepilogue.c,fail,no,no,no,no,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/fdtd-2d-interp-noasync.c converted-affine-options/affine-fuse-and-tile/translated/fdtd-2d-8-translated-noasyncepilogue.c ""ex,ey,hz"""
gemver,affine-fuse-and-tile,generated-polybench-use-scalar-lb-mini-dataset/interp/gemver-interp-noasync.c,converted-affine-options/affine-fuse-and-tile/translated/gemver-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.050775,0.261843,0.005927,15047,104421,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gemver-interp-noasync.c converted-affine-options/affine-fuse-and-tile/translated/gemver-8-translated-noasyncepilogue.c ""A,u1,v1,u2,v2,w,x,y,z"""
2mm,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/2mm-interp-noasync.c,converted-affine-options/affine-parallelize/translated/2mm-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.136136,0.473483,0.010491,43273,155416,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/2mm-interp-noasync.c converted-affine-options/affine-parallelize/translated/2mm-8-translated.c ""A,B,C,D"""
gramschmidt,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/gramschmidt-interp-noasync.c,converted-affine-options/affine-parallelize/translated/gramschmidt-8-translated.c,fail,no,no,yes,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gramschmidt-interp-noasync.c converted-affine-options/affine-parallelize/translated/gramschmidt-8-translated.c ""A,R,Q"""
mvt,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/mvt-interp-noasync.c,converted-affine-options/affine-parallelize/translated/mvt-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.027812,0.148379,0.002956,9945,38219,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/mvt-interp-noasync.c converted-affine-options/affine-parallelize/translated/mvt-8-translated.c ""x1,x2,y_1,y_2,A"""
cholesky,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/cholesky-interp-noasync.c,converted-affine-options/affine-parallelize/translated/cholesky-8-translated.c,fail,no,yes,no,yes,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/cholesky-interp-noasync.c converted-affine-options/affine-parallelize/translated/cholesky-8-translated.c ""A"""
deriche,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/deriche-interp-noasync.c,converted-affine-options/affine-parallelize/translated/deriche-8-translated.c,fail,no,yes,no,yes,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/deriche-interp-noasync.c converted-affine-options/affine-parallelize/translated/deriche-8-translated.c ""alpha,imgIn,imgOut,y1,y2"""
jacobi-2d,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-2d-interp-noasync.c,converted-affine-options/affine-parallelize/translated/jacobi-2d-8-translated.c,fail,no,no,no,no,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-2d-interp-noasync.c converted-affine-options/affine-parallelize/translated/jacobi-2d-8-translated.c ""A,B"""
trisolv,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/trisolv-interp-noasync.c,converted-affine-options/affine-parallelize/translated/trisolv-8-translated.c,fail,no,yes,no,yes,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/trisolv-interp-noasync.c converted-affine-options/affine-parallelize/translated/trisolv-8-translated.c ""L,x,b"""
syrk,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/syrk-interp-noasync.c,converted-affine-options/affine-parallelize/translated/syrk-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.106205,0.321157,0.008933,31899,105053,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/syrk-interp-noasync.c converted-affine-options/affine-parallelize/translated/syrk-8-translated.c ""A,C"""
durbin,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/durbin-interp-noasync.c,converted-affine-options/affine-parallelize/translated/durbin-8-translated.c,fail,no,yes,no,yes,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/durbin-interp-noasync.c converted-affine-options/affine-parallelize/translated/durbin-8-translated.c ""r,y"""
atax,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/atax-interp-noasync.c,converted-affine-options/affine-parallelize/translated/atax-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.028399,0.159256,0.002787,9993,42467,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/atax-interp-noasync.c converted-affine-options/affine-parallelize/translated/atax-8-translated.c ""A,x,y,tmp"""
lu,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/lu-interp-noasync.c,converted-affine-options/affine-parallelize/translated/lu-8-translated.c,fail,no,yes,no,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/lu-interp-noasync.c converted-affine-options/affine-parallelize/translated/lu-8-translated.c ""A"""
heat-3d,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/heat-3d-interp-noasync.c,converted-affine-options/affine-parallelize/translated/heat-3d-8-translated.c,fail,no,yes,no,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/heat-3d-interp-noasync.c converted-affine-options/affine-parallelize/translated/heat-3d-8-translated.c ""A,B"""
gesummv,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/gesummv-interp-noasync.c,converted-affine-options/affine-parallelize/translated/gesummv-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.041564,0.161580,0.002434,3839,34368,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gesummv-interp-noasync.c converted-affine-options/affine-parallelize/translated/gesummv-8-translated.c ""A,B,tmp,x,y"""
covariance,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/covariance-interp-noasync.c,converted-affine-options/affine-parallelize/translated/covariance-8-translated.c,fail,no,no,no,no,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/covariance-interp-noasync.c converted-affine-options/affine-parallelize/translated/covariance-8-translated.c ""data,cov,mean"""
3mm,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/3mm-interp-noasync.c,converted-affine-options/affine-parallelize/translated/3mm-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.223518,0.660452,0.014250,70226,217296,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/3mm-interp-noasync.c converted-affine-options/affine-parallelize/translated/3mm-8-translated.c ""A,B,C,D,E,F,G"""
doitgen,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/doitgen-interp-noasync.c,converted-affine-options/affine-parallelize/translated/doitgen-8-translated.c,fail,no,no,no,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/doitgen-interp-noasync.c converted-affine-options/affine-parallelize/translated/doitgen-8-translated.c ""A,C4,sum"""
syr2k,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/syr2k-interp-noasync.c,converted-affine-options/affine-parallelize/translated/syr2k-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.182349,0.506618,0.018421,31902,151618,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/syr2k-interp-noasync.c converted-affine-options/affine-parallelize/translated/syr2k-8-translated.c ""A,B,C"""
jacobi-1d,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-1d-interp-noasync.c,converted-affine-options/affine-parallelize/translated/jacobi-1d-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.011191,0.051159,0.000948,3497,21596,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-1d-interp-noasync.c converted-affine-options/affine-parallelize/translated/jacobi-1d-8-translated-noasyncepilogue.c ""A,B"""
bicg,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/bicg-interp-noasync.c,converted-affine-options/affine-parallelize/translated/bicg-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.023876,0.164151,0.002845,6736,42600,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/bicg-interp-noasync.c converted-affine-options/affine-parallelize/translated/bicg-8-translated.c ""A,s,q,p,r"""
seidel-2d,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/seidel-2d-interp-noasync.c,converted-affine-options/affine-parallelize/translated/seidel-2d-8-translated-noasyncepilogue.c,fail,no,no,no,no,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/seidel-2d-interp-noasync.c converted-affine-options/affine-parallelize/translated/seidel-2d-8-translated-noasyncepilogue.c ""A"""
gemm,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/gemm-interp-noasync.c,converted-affine-options/affine-parallelize/translated/gemm-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.158645,0.473762,0.014414,49050,156459,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gemm-interp-noasync.c converted-affine-options/affine-parallelize/translated/gemm-8-translated.c ""A,B,C"""
correlation,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/correlation-interp-noasync.c,converted-affine-options/affine-parallelize/translated/correlation-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.207096,2.289583,0.011639,48206,199464,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/correlation-interp-noasync.c converted-affine-options/affine-parallelize/translated/correlation-8-translated.c ""data,corr,mean,stddev"""
floyd-warshall,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/floyd-warshall-interp-noasync.c,converted-affine-options/affine-parallelize/translated/floyd-warshall-8-translated-noasyncepilogue.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,3.156171,6.157945,0.284081,662652,2004264,1,3,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/floyd-warshall-interp-noasync.c converted-affine-options/affine-parallelize/translated/floyd-warshall-8-translated-noasyncepilogue.c ""path"""
trmm,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/trmm-interp-noasync.c,converted-affine-options/affine-parallelize/translated/trmm-8-translated.c,fail,no,no,no,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/trmm-interp-noasync.c converted-affine-options/affine-parallelize/translated/trmm-8-translated.c ""A,B"""
fdtd-2d,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/fdtd-2d-interp-noasync.c,converted-affine-options/affine-parallelize/translated/fdtd-2d-8-translated.c,fail,no,no,no,no,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/fdtd-2d-interp-noasync.c converted-affine-options/affine-parallelize/translated/fdtd-2d-8-translated.c ""ex,ey,hz"""
gemver,affine-parallelize,generated-polybench-use-scalar-lb-mini-dataset/interp/gemver-interp-noasync.c,converted-affine-options/affine-parallelize/translated/gemver-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.050326,0.260709,0.010642,15047,61753,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gemver-interp-noasync.c converted-affine-options/affine-parallelize/translated/gemver-8-translated.c ""A,u1,v1,u2,v2,w,x,y,z"""
2mm,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/2mm-interp-noasync.c,converted-affine-options/affine-all/translated/2mm-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.138643,0.551137,0.010461,43273,146280,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/2mm-interp-noasync.c converted-affine-options/affine-all/translated/2mm-8-translated.c ""A,B,C,D"""
gramschmidt,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/gramschmidt-interp-noasync.c,converted-affine-options/affine-all/translated/gramschmidt-8-translated.c,fail,no,no,yes,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gramschmidt-interp-noasync.c converted-affine-options/affine-all/translated/gramschmidt-8-translated.c ""A,R,Q"""
mvt,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/mvt-interp-noasync.c,converted-affine-options/affine-all/translated/mvt-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.027866,0.155004,0.003046,9945,38325,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/mvt-interp-noasync.c converted-affine-options/affine-all/translated/mvt-8-translated.c ""x1,x2,y_1,y_2,A"""
cholesky,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/cholesky-interp-noasync.c,converted-affine-options/affine-all/translated/cholesky-8-translated.c,fail,no,yes,no,yes,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/cholesky-interp-noasync.c converted-affine-options/affine-all/translated/cholesky-8-translated.c ""A"""
deriche,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/deriche-interp-noasync.c,converted-affine-options/affine-all/translated/deriche-8-translated.c,fail,no,yes,no,yes,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/deriche-interp-noasync.c converted-affine-options/affine-all/translated/deriche-8-translated.c ""alpha,imgIn,imgOut,y1,y2"""
jacobi-2d,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-2d-interp-noasync.c,converted-affine-options/affine-all/translated/jacobi-2d-8-translated.c,fail,no,no,no,no,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-2d-interp-noasync.c converted-affine-options/affine-all/translated/jacobi-2d-8-translated.c ""A,B"""
trisolv,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/trisolv-interp-noasync.c,converted-affine-options/affine-all/translated/trisolv-8-translated.c,fail,no,yes,no,yes,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/trisolv-interp-noasync.c converted-affine-options/affine-all/translated/trisolv-8-translated.c ""L,x,b"""
syrk,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/syrk-interp-noasync.c,converted-affine-options/affine-all/translated/syrk-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.107587,0.319995,0.009040,31899,100741,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/syrk-interp-noasync.c converted-affine-options/affine-all/translated/syrk-8-translated.c ""A,C"""
durbin,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/durbin-interp-noasync.c,converted-affine-options/affine-all/translated/durbin-8-translated.c,fail,no,no,no,no,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/durbin-interp-noasync.c converted-affine-options/affine-all/translated/durbin-8-translated.c ""r,y"""
atax,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/atax-interp-noasync.c,converted-affine-options/affine-all/translated/atax-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.028690,0.171174,0.002735,9993,47656,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/atax-interp-noasync.c converted-affine-options/affine-all/translated/atax-8-translated.c ""A,x,y,tmp"""
heat-3d,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/heat-3d-interp-noasync.c,converted-affine-options/affine-all/translated/heat-3d-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.823007,5.632717,0.126366,73099,1661426,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/heat-3d-interp-noasync.c converted-affine-options/affine-all/translated/heat-3d-8-translated.c ""A,B"""
gesummv,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/gesummv-interp-noasync.c,converted-affine-options/affine-all/translated/gesummv-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.015062,0.139429,0.002400,3839,30005,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/gesummv-interp-noasync.c converted-affine-options/affine-all/translated/gesummv-8-translated.c ""A,B,tmp,x,y"""
covariance,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/covariance-interp-noasync.c,converted-affine-options/affine-all/translated/covariance-8-translated.c,fail,no,no,no,no,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/covariance-interp-noasync.c converted-affine-options/affine-all/translated/covariance-8-translated.c ""data,cov,mean"""
3mm,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/3mm-interp-noasync.c,converted-affine-options/affine-all/translated/3mm-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.217617,0.667546,0.017197,70226,194301,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/3mm-interp-noasync.c converted-affine-options/affine-all/translated/3mm-8-translated.c ""A,B,C,D,E,F,G"""
doitgen,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/doitgen-interp-noasync.c,converted-affine-options/affine-all/translated/doitgen-8-translated.c,fail,no,no,no,no,no,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/doitgen-interp-noasync.c converted-affine-options/affine-all/translated/doitgen-8-translated.c ""A,C4,sum"""
syr2k,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/syr2k-interp-noasync.c,converted-affine-options/affine-all/translated/syr2k-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.167366,0.470710,0.017807,31902,147306,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/syr2k-interp-noasync.c converted-affine-options/affine-all/translated/syr2k-8-translated.c ""A,B,C"""
jacobi-1d,affine-all,generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-1d-interp-noasync.c,converted-affine-options/affine-all/translated/jacobi-1d-8-translated.c,pass,no,no,no,no,no,N/A,N/A,N/A,N/A,0.011267,0.104856,0.001052,3497,36980,1,3001,"pastchecker --verbose --timing-mode --enable-preprocessor --enable-subtrees generated-polybench-use-scalar-lb-mini-dataset/interp/jacobi-1d-interp-noasync.c converted-affine-options/affine-all/translated/jacobi-1d-8-translated.c ""A,B"""
